0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.395674866624176502e-04,3.003658726811408997e-03,3.803964063990861177e-04
-3.958926245104521513e-04,3.221909981220960617e-03,4.378398007247596979e-04
-4.312984528951346874e-04,4.749861080199480057e-03,6.485492922365665436e-04
-5.366237019188702106e-04,6.130963098257780075e-03,8.565406315028667450e-04
-5.900738760828971863e-04,6.774805951863527298e-03,9.218939230777323246e-04
-6.309716845862567425e-04,6.943440530449151993e-03,9.395201923325657845e-04
-6.499981391243636608e-04,7.028380874544382095e-03,9.459964931011199951e-04
-6.499981391243636608e-04,7.028380874544382095e-03,9.459964931011199951e-04
-6.631534197367727757e-04,7.116731721907854080e-03,9.518122533336281776e-04
-6.703999242745339870e-04,7.210202515125274658e-03,9.564965730533003807e-04
-6.583955255337059498e-04,7.595414295792579651e-03,9.904811158776283264e-04
-6.505482597276568413e-04,8.016995154321193695e-03,1.013490371406078339e-03
-7.137812208384275436e-04,8.439322002232074738e-03,1.032249070703983307e-03
-7.349684019573032856e-04,8.572783321142196655e-03,1.031466876156628132e-03
-7.425298099406063557e-04,8.715738542377948761e-03,1.029356964863836765e-03
-6.963291089050471783e-04,9.364613331854343414e-03,1.043906086124479771e-03
-7.365056662820279598e-04,9.935971349477767944e-03,1.047470490448176861e-03
-6.854817038401961327e-04,1.040572207421064377e-02,1.058425405062735081e-03
-6.328044109977781773e-04,1.098897494375705719e-02,1.027746126055717468e-03
-6.021261215209960938e-04,1.163020823150873184e-02,1.084273215383291245e-03
3.026276244781911373e-04,1.003274344839155674e-03,2.369144349358975887e-04
4.031679709441959858e-04,1.315025030635297298e-03,2.691087720450013876e-04
5.933597567491233349e-04,2.141581382602453232e-03,3.302630502730607986e-04
7.516384939663112164e-04,3.017201786860823631e-03,3.364253789186477661e-04
4.594217461999505758e-04,8.112595533020794392e-04,1.545570557937026024e-04
5.690805846825242043e-04,1.762803643941879272e-03,2.207725337939336896e-04
8.034482016228139400e-04,3.382016671821475029e-03,1.658175460761412978e-04
3.513638221193104982e-04,2.748657134361565113e-04,8.412050374317914248e-05
4.087461566086858511e-04,5.066280136816203594e-04,5.102016439195722342e-05
4.456572933122515678e-04,6.239423528313636780e-04,4.070361319463700056e-05
5.433895858004689217e-04,9.046249324455857277e-04,-6.077905345591716468e-05
6.918060244061052799e-04,1.522138598375022411e-03,-2.768842969089746475e-04
8.454107446596026421e-04,1.486744033172726631e-03,-4.255406965967267752e-04
7.756788400001823902e-04,1.162772066891193390e-03,-5.007899017073214054e-04
6.144898943603038788e-04,5.919988616369664669e-04,-4.580764216370880604e-04
5.415726336650550365e-04,3.616881731431931257e-04,-4.354800330474972725e-04
