0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.748223999023437392e+00,9.312874145507812340e-01,-1.483524780273437482e-01
1.748205322265625083e+00,9.312831420898437518e-01,-1.484010925292968686e-01
1.748277954101562504e+00,9.312777709960937678e-01,-1.483291778564453101e-01
1.748259155273437448e+00,9.311749267578125488e-01,-1.482837371826171979e-01
1.748235595703125034e+00,9.312686767578125524e-01,-1.483066864013671826e-01
1.748228637695312448e+00,9.312907714843750018e-01,-1.483398132324218743e-01
1.748267333984375060e+00,9.312133178710937376e-01,-1.482503662109375120e-01
1.748246093749999952e+00,9.313096923828124707e-01,-1.483774108886718734e-01
1.748305541992187573e+00,9.312091064453125178e-01,-1.482042694091796897e-01
1.748252563476562438e+00,9.312072143554687154e-01,-1.483024139404297004e-01
1.748231323242187552e+00,9.313127441406250373e-01,-1.483822021484375031e-01
1.748227294921874897e+00,9.313101196289061967e-01,-1.483664855957031181e-01
1.748216308593750101e+00,9.312629394531249938e-01,-1.483248596191406310e-01
1.748243896484374948e+00,9.312600097656249520e-01,-1.483073425292968650e-01
1.748251098632812583e+00,9.312749023437499885e-01,-1.483002777099609315e-01
1.748197998046874924e+00,9.312677612304687269e-01,-1.484275054931640525e-01
1.748260253906249950e+00,9.311560058593749689e-01,-1.482591247558593672e-01
1.748251098632812583e+00,9.311982421875000249e-01,-1.482708587646484333e-01
1.748221801757812610e+00,9.312163696289063042e-01,-1.483644409179687429e-01
1.748243164062500021e+00,9.312446289062500382e-01,-1.482882995605468712e-01
1.748250244140624909e+00,9.312964477539062980e-01,-1.483380584716796902e-01
1.748211547851562520e+00,9.312873535156249716e-01,-1.483825683593749944e-01
1.748254882812499966e+00,9.311873779296875320e-01,-1.482542266845703061e-01
1.748275390624999925e+00,9.313383178710937793e-01,-1.483631591796875093e-01
1.748224243164062441e+00,9.312959594726561985e-01,-1.483505401611328045e-01
1.748277587890624929e+00,9.312929077148437429e-01,-1.483114929199218779e-01
1.748211059570312420e+00,9.311912231445312882e-01,-1.482794494628906223e-01
1.748222534179687537e+00,9.313034667968750346e-01,-1.484163970947265654e-01
1.748236083984374911e+00,9.312634887695312447e-01,-1.484375610351562624e-01
1.748265014648437532e+00,9.312564086914062456e-01,-1.482966156005859348e-01
1.748270141601562466e+00,9.312559204101562571e-01,-1.483024749755859351e-01
