0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.235189941406249936e+00,1.025893798828124925e+00,-4.080785217285156086e-01
3.235057861328125117e+00,1.025909790039062575e+00,-4.079697570800780992e-01
3.235179443359375018e+00,1.025886962890625087e+00,-4.080676269531249845e-01
3.235225585937500092e+00,1.025988281250000078e+00,-4.081443481445312660e-01
3.235178466796874819e+00,1.025817260742187598e+00,-4.080674438476562527e-01
3.235212158203125021e+00,1.025918945312499941e+00,-4.080834350585937353e-01
3.235200927734374954e+00,1.026015014648437473e+00,-4.080992126464843550e-01
3.235149169921875068e+00,1.025900268554687411e+00,-4.080367736816406521e-01
3.235266113281249911e+00,1.025960937500000059e+00,-4.081410217285156294e-01
3.235195556640625192e+00,1.025895263671875002e+00,-4.080512084960937758e-01
3.235368652343749929e+00,1.025962768554687488e+00,-4.082430419921875275e-01
3.235241699218749822e+00,1.025941162109375027e+00,-4.081519470214843848e-01
3.235201660156250103e+00,1.025941772460937429e+00,-4.081033020019531055e-01
3.235260498046875099e+00,1.025956176757812477e+00,-4.081655883789062633e-01
3.235347167968749993e+00,1.026046752929687500e+00,-4.082565002441406188e-01
3.235136718750000195e+00,1.026027954101562445e+00,-4.080472106933593635e-01
3.235038085937500085e+00,1.025764648437500037e+00,-4.079242553710937247e-01
3.235100830078124989e+00,1.025863525390624975e+00,-4.080384216308593492e-01
3.235188232421875032e+00,1.025902587890624940e+00,-4.081138916015624729e-01
3.235205810546875060e+00,1.025895996093749929e+00,-4.081049499511718581e-01
3.235170654296875004e+00,1.025911743164062528e+00,-4.080681457519531041e-01
3.235294677734374957e+00,1.026087646484374893e+00,-4.081455383300781059e-01
3.235121826171874826e+00,1.025936035156250092e+00,-4.080505065917968688e-01
3.234988281250000153e+00,1.025972167968749904e+00,-4.078872375488281077e-01
3.235320556640624901e+00,1.025963989257812514e+00,-4.082233581542968892e-01
3.235372558593749837e+00,1.025945434570312509e+00,-4.082536010742187638e-01
